,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
44099|FOXP3,2.0029020482703608e-06,Homo sapiens,FOXP3,tf,None,T Lymphocyte,Blood,1,FOXP3
38856|ATOH1,2.0719811418268286e-06,Homo sapiens,ATOH1,tf,LoVo,None,Colon,1,ATOH1
6709|SRC,2.1144388405169856e-06,Homo sapiens,SRC,not sure,OCI-Ly2,Epithelium,Mammary Gland,1,SRC
64106|KDM4B,2.2925236856652376e-06,Homo sapiens,KDM4B,cr,K562,Erythroblast,Bone Marrow,1,KDM4B
76885|TERT,2.411454469997132e-06,Homo sapiens,TERT,other,P493,None,None,1,TERT
77257|ZNF75A,2.452510135697583e-06,Homo sapiens,ZNF75A,tf,MCF-7,None,None,1,ZNF75A
74047|SPDEF,2.4913921085056856e-06,Homo sapiens,SPDEF,tf,A549,Epithelium,Lung,1,SPDEF
64978|WT1,2.5757827691874624e-06,Homo sapiens,WT1,tf,HEK293,Epithelium,Embryonic Kidney,1,WT1
45627|ESRRA,2.6095774354750745e-06,Homo sapiens,ESRRA,tf,GM12878,B Lymphocyte,Blood,1,ESRRA
71037|EHMT2,2.640122748143181e-06,Homo sapiens,EHMT2,cr,None,Cancer stem cell,Colon,1,EHMT2
64094|CTBP1,2.667264928257751e-06,Homo sapiens,CTBP1,tf,MCF-7,Epithelium,Breast,1,CTBP1
64143|NFRKB,2.6978948885481024e-06,Homo sapiens,NFRKB,,K562,Erythroblast,Bone Marrow,1,NFRKB
64360|ZNF788,2.85277448613952e-06,Homo sapiens,ZNF788,,HEK293,Epithelium,Embryonic Kidney,1,ZNF788
64256|ZNF610,3.114263380399329e-06,Homo sapiens,ZNF610,,HEK293,Epithelium,Embryonic Kidney,1,ZNF610
53304|FUS,3.1868439459570297e-06,Homo sapiens,FUS,other,TSU-1621-MT,None,None,1,FUS
64546|HNF1A,3.487679118729936e-06,Homo sapiens,HNF1A,tf,HepG2,Epithelium,Liver,1,HNF1A
77258|ZNF701,3.503690515826996e-06,Homo sapiens,ZNF701,tf,MCF-7,None,None,1,ZNF701
42707|ARNT2,4.01766730590003e-06,Homo sapiens,ARNT2,tf,LoVo,None,Colon,1,ARNT2
58485|POU5F1,4.669620248198836e-06,Homo sapiens,POU5F1,tf,None,Embryonic Stem Cell,Embryo,1,POU5F1
38709|GLIS3,4.6921884769846045e-06,Homo sapiens,GLIS3,tf,LoVo,None,Colon,0,GLIS3
62665|HLTF,4.7965808038785696e-06,Homo sapiens,HLTF,,K562,Erythroblast,Bone Marrow,1,HLTF
45421|RBBP5,5.01294420257592e-06,Homo sapiens,RBBP5,cr,K562,Erythroblast,Bone Marrow,1,RBBP5
64012|SCRT1,5.0835529454285044e-06,Homo sapiens,SCRT1,,HEK293,Epithelium,Embryonic Kidney,1,SCRT1
64370|MYNN,5.107594459485831e-06,Homo sapiens,MYNN,tf,K562,Erythroblast,Bone Marrow,1,MYNN
62731|ZNF366,5.192898262285084e-06,Homo sapiens,ZNF366,,HEK293,Epithelium,Embryonic Kidney,1,ZNF366
65152|SNAI1,5.2989369186962065e-06,Homo sapiens,SNAI1,tf,HEK293,Epithelium,Embryonic Kidney,0,SNAI1
62514|ID3,5.5335711635629e-06,Homo sapiens,ID3,tf,K562,Erythroblast,Bone Marrow,1,ID3
63686|ZBTB8A,6.090283718618306e-06,Homo sapiens,ZBTB8A,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB8A
63975|GATA4,6.493090291770365e-06,Homo sapiens,GATA4,tf,HepG2,Epithelium,Liver,1,GATA4
65040|DNMT1,7.069697518125029e-06,Homo sapiens,DNMT1,cr,K562,Erythroblast,Bone Marrow,1,DNMT1
54105|DAXX,7.7353138109304e-06,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
65073|ZNF280A,8.071437483658794e-06,Homo sapiens,ZNF280A,,HEK293,Epithelium,Embryonic Kidney,1,ZNF280A
64092|KLF8,8.126678462783143e-06,Homo sapiens,KLF8,,HEK293,Epithelium,Embryonic Kidney,1,KLF8
42723|HOXB4,8.227439416308435e-06,Homo sapiens,HOXB4,tf,LoVo,None,Colon,0,HOXB4
38812|ASCL2,8.277867496131464e-06,Homo sapiens,ASCL2,tf,LoVo,None,Colon,1,ASCL2
65087|ZNF264,8.347143297615656e-06,Homo sapiens,ZNF264,,HEK293,Epithelium,Embryonic Kidney,1,ZNF264
62793|ZNF394,8.668599153660583e-06,Homo sapiens,ZNF394,,HEK293,Epithelium,Embryonic Kidney,1,ZNF394
67600|KLF6,8.89858166058799e-06,Homo sapiens,KLF6,tf,CFPAC-1,original PDAC cell line,Pancreatic ductal,1,KLF6
63362|C11orf30,8.919980400867722e-06,Homo sapiens,C11orf30,,K562,Erythroblast,Bone Marrow,1,C11orf30
42714|ETV5,8.9826364095269e-06,Homo sapiens,ETV5,tf,LoVo,None,Colon,1,ETV5
62900|ZNF346,9.247954133206893e-06,Homo sapiens,ZNF346,,HEK293,Epithelium,Embryonic Kidney,1,ZNF346
64787|ZNF687,9.322745262330123e-06,Homo sapiens,ZNF687,,MCF-7,Epithelium,Breast,1,ZNF687
77457|SON,1.0240068075262343e-05,Homo sapiens,SON,,K562,Leukemia,None,1,SON
38736|NKX2-2,1.0311713440847026e-05,Homo sapiens,NKX2-2,tf,LoVo,None,Colon,1,NKX2-2
64553|HIC1,1.0697158088823766e-05,Homo sapiens,HIC1,,HEK293,Epithelium,Embryonic Kidney,1,HIC1
63010|ZNF697,1.0971011769889127e-05,Homo sapiens,ZNF697,,HEK293,Epithelium,Embryonic Kidney,1,ZNF697
38830|FEV,1.20281547710821e-05,Homo sapiens,FEV,tf,LoVo,None,Colon,1,FEV
63554|MIER1,1.236994856329554e-05,Homo sapiens,MIER1,,K562,Erythroblast,Bone Marrow,1,MIER1
64314|ZNF664,1.2706459274536286e-05,Homo sapiens,ZNF664,,HEK293,Epithelium,Embryonic Kidney,1,ZNF664
42752|BARX1,1.3007357193728364e-05,Homo sapiens,BARX1,tf,LoVo,None,Colon,1,BARX1
46230|CEBPD,1.3551343912898695e-05,Homo sapiens,CEBPD,tf,HepG2,Epithelium,Liver,1,CEBPD
77120|ZNF441,1.3695710976313613e-05,Homo sapiens,ZNF441,tf,293T,None,None,1,ZNF441
62618|KLF17,1.3733514041935901e-05,Homo sapiens,KLF17,,HEK293,Epithelium,Embryonic Kidney,1,KLF17
45803|GRP20,1.4511517800963603e-05,Homo sapiens,GRP20,other,HepG2,Epithelium,Liver,1,GRP20
42712|E2F3,1.4525736513948395e-05,Homo sapiens,E2F3,tf,LoVo,None,Colon,1,E2F3
64653|FOXJ2,1.5721531840318104e-05,Homo sapiens,FOXJ2,tf,K562,Erythroblast,Bone Marrow,1,FOXJ2
63394|ZNF488,1.7673727416178675e-05,Homo sapiens,ZNF488,,HEK293,Epithelium,Embryonic Kidney,1,ZNF488
38719|DLX1,1.798236015182475e-05,Homo sapiens,DLX1,tf,LoVo,None,Colon,1,DLX1
35474|NKX2-1,1.8474216247454933e-05,Homo sapiens,NKX2-1,tf,NCI-H3122,None,Lung,1,NKX2-1
45740|BDP1,1.897772774983597e-05,Homo sapiens,BDP1,tf,HeLa-S3,Epithelium,Cervix,1,BDP1
75571|HAP1,1.9073018674098385e-05,Homo sapiens,HAP1,other,None,None,None,1,HAP1
9236|CBX3,1.9085075791125394e-05,Homo sapiens,CBX3,cr,HCT-116,None,Colon,0,CBX3
5823|DUX4,1.9711472981187583e-05,Homo sapiens,DUX4,other,None,Myoblast,Muscle,0,DUX4
64322|ZNF362,2.0245890828107793e-05,Homo sapiens,ZNF362,,HEK293,Epithelium,Embryonic Kidney,1,ZNF362
45683|GTF2F1,2.0473155097788798e-05,Homo sapiens,GTF2F1,tf,H1,Embryonic Stem Cell,Embryo,1,GTF2F1
50210|DDX21,2.056568116326485e-05,Homo sapiens,DDX21,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,DDX21
44130|INO80,2.268315312303759e-05,Homo sapiens,INO80,predicted chromatin regulator,None,T Lymphocyte,Blood,1,INO80
64425|KLF16,2.2852331953593374e-05,Homo sapiens,KLF16,,K562,Erythroblast,Bone Marrow,1,KLF16
33678|TBX21,2.2945207018065794e-05,Homo sapiens,TBX21,tf,None,Th1,None,1,TBX21
38793|SMAD2,2.39000438403969e-05,Homo sapiens,SMAD2,predicted transcription factor,LoVo,None,Colon,1,SMAD2
63633|ZNF101,2.5174158426344295e-05,Homo sapiens,ZNF101,,HEK293,Epithelium,Embryonic Kidney,1,ZNF101
58186|BANF1,2.660629238288026e-05,Homo sapiens,BANF1,other,None,Keratinocyte,None,1,BANF1
63872|ZNF138,2.7113356226182717e-05,Homo sapiens,ZNF138,,HEK293,Epithelium,Embryonic Kidney,1,ZNF138
77103|ZNF519,2.8351484689714823e-05,Homo sapiens,ZNF519,tf,293T,None,None,1,ZNF519
63317|SCRT2,2.8556707458660124e-05,Homo sapiens,SCRT2,,HEK293,Epithelium,Embryonic Kidney,1,SCRT2
7486|HDAC8,2.9806547428734564e-05,Homo sapiens,HDAC8,cr,K562,Erythroblast,Bone Marrow,1,HDAC8
43823|BCL11A,3.196401410548999e-05,Homo sapiens,BCL11A,predicted transcription factor,CAL-1,Dendritic Cell,None,1,BCL11A
68236|POU2F1,3.2068934797180315e-05,Homo sapiens,POU2F1,tf,LNCaP,Epithelium,Prostate,1,POU2F1
65082|ZNF778,3.244644089550608e-05,Homo sapiens,ZNF778,,HEK293,Epithelium,Embryonic Kidney,1,ZNF778
48356|PCGF2,3.251935767739633e-05,Homo sapiens,PCGF2,cr,None,Fibroblast,None,1,PCGF2
63007|ZNF8,3.3870537221147856e-05,Homo sapiens,ZNF8,,HEK293,Epithelium,Embryonic Kidney,1,ZNF8
77043|ZNF777,3.422926224200262e-05,Homo sapiens,ZNF777,tf,293T,None,None,1,ZNF777
52222|LMNA,3.6939976304606326e-05,Homo sapiens,LMNA,not sure,HeLa,Epithelium,Cervix,1,LMNA
74350|OTX2,3.743554894847234e-05,Homo sapiens,OTX2,tf,D-341,None,None,1,OTX2
32849|HOTAIR,3.84850381863755e-05,Homo sapiens,HOTAIR,other,MDA-231,Epithelium,Mammary Gland,1,HOTAIR
65195|ZNF224,4.549035285239533e-05,Homo sapiens,ZNF224,,HEK293,Epithelium,Embryonic Kidney,1,ZNF224
63270|DROSHA,4.682391140564679e-05,Homo sapiens,DROSHA,,HepG2,Epithelium,Liver,1,DROSHA
72426|ORC2,5.0954860120022705e-05,Homo sapiens,ORC2,tf,K562,Erythroblast,Bone Marrow,1,ORC2
73184|GRHL2,5.124354791502528e-05,Homo sapiens,GRHL2,tf,MCF-7,asynchonous cells,Breast,1,GRHL2
53399|CHD8,5.196143646324369e-05,Homo sapiens,CHD8,cr,T47D,Epithelium,Mammary Gland,1,CHD8
77140|ZNF304,5.326771136260344e-05,Homo sapiens,ZNF304,other,293T,None,None,1,ZNF304
50979|GATA6,5.650807603885255e-05,Homo sapiens,GATA6,tf,PaTu8988S,None,Pancreatic ductal,0,GATA6
64561|SNRNP70,5.660014376818179e-05,Homo sapiens,SNRNP70,,K562,Erythroblast,Bone Marrow,1,SNRNP70
77066|ZNF671,5.761880019966581e-05,Homo sapiens,ZNF671,tf,293T,None,None,1,ZNF671
5461|CDX2,5.897668806487122e-05,Homo sapiens,CDX2,tf,LS180,Epithelium,Colon,1,CDX2
8771|CHD7,5.9389287323630136e-05,Homo sapiens,CHD7,cr,K562,Erythroblast,Bone Marrow,1,CHD7
62814|NR4A1,6.0813263263126416e-05,Homo sapiens,NR4A1,tf,K562,Erythroblast,Bone Marrow,1,NR4A1
65161|ZNF774,6.237258530561451e-05,Homo sapiens,ZNF774,,HEK293,Epithelium,Embryonic Kidney,0,ZNF774
77260|WDHD1,6.778813368685244e-05,Homo sapiens,WDHD1,tf,MCF-7,None,None,1,WDHD1
72120|SMARCC1,6.820094487958173e-05,Homo sapiens,SMARCC1,cr,BT-16,None,Brain,1,SMARCC1
64888|NCOA1,7.323717021523457e-05,Homo sapiens,NCOA1,cr,K562,Erythroblast,Bone Marrow,1,NCOA1
63763|ZNF48,7.366848471002108e-05,Homo sapiens,ZNF48,,HEK293,Epithelium,Embryonic Kidney,1,ZNF48
63608|ZNF558,7.558595764062259e-05,Homo sapiens,ZNF558,,HEK293,Epithelium,Embryonic Kidney,1,ZNF558
64706|ZSCAN16,7.729759213809251e-05,Homo sapiens,ZSCAN16,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN16
41574|BRD1,7.839393980996201e-05,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
63357|ZFP41,7.883876847142313e-05,Homo sapiens,ZFP41,,HEK293,Epithelium,Embryonic Kidney,1,ZFP41
77178|ZNF114,8.292782034635682e-05,Homo sapiens,ZNF114,tf,293T,None,None,0,ZNF114
"52211|HBG1, HBG2",8.494081437976364e-05,Homo sapiens,"HBG1, HBG2",other,HEK293T,Epithelium,Embryonic Kidney,1,"HBG1, HBG2"
5570|POLR2M,8.628720879927387e-05,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1,POLR2M
54634|HECTD1,8.898874821205993e-05,Homo sapiens,HECTD1,predicted chromatin regulator,MCF-7,Epithelium,Breast,1,HECTD1
44131|SRCAP,9.078469400974898e-05,Homo sapiens,SRCAP,cr,None,T Lymphocyte,Blood,1,SRCAP
63765|ZNF414,9.223328243446183e-05,Homo sapiens,ZNF414,,HEK293,Epithelium,Embryonic Kidney,1,ZNF414
51549|ZFP42,9.333838833552877e-05,Homo sapiens,ZFP42,tf,HUES64,Embryonic Stem Cell,Embryo,1,ZFP42
63008|ATF2,9.656983242684047e-05,Homo sapiens,ATF2,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,ATF2
65180|ZNF35,9.932767249914987e-05,Homo sapiens,ZNF35,,HEK293,Epithelium,Embryonic Kidney,1,ZNF35
39347|USP49,0.00010635400066844047,Homo sapiens,USP49,predicted chromatin regulator,HCT-116,None,Colon,1,USP49
64619|TRIM22,0.00010650517898291856,Homo sapiens,TRIM22,,GM12878,B Lymphocyte,Blood,1,TRIM22
38575|HSF2,0.00010697319521335569,Homo sapiens,HSF2,tf,K562,Erythroblast,Bone Marrow,0,HSF2
46110|NFATC1,0.00011110911927275646,Homo sapiens,NFATC1,tf,GM12878,B Lymphocyte,Blood,1,NFATC1
63478|POLR2H,0.00011792721283954144,Homo sapiens,POLR2H,,K562,Erythroblast,Bone Marrow,1,POLR2H
76837|GCSAM,0.00012118808991629093,Homo sapiens,GCSAM,other,HeLa,Epithelium,Cervix,1,GCSAM
64551|GTF2A2,0.00012360617096007775,Homo sapiens,GTF2A2,,K562,Erythroblast,Bone Marrow,1,GTF2A2
46131|RUNX3,0.00012579113925509366,Homo sapiens,RUNX3,tf,GM12878,B Lymphocyte,Blood,1,RUNX3
64455|AEBP2,0.00012951598364302486,Homo sapiens,AEBP2,tf,HEK293,Epithelium,Embryonic Kidney,1,AEBP2
63201|LARP7,0.00013265990099525782,Homo sapiens,LARP7,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,LARP7
38820|BARX2,0.00013750165709686124,Homo sapiens,BARX2,tf,LoVo,None,Colon,1,BARX2
64975|H3F3A,0.0001406469012201761,Homo sapiens,H3F3A,,DOHH-2,None,None,1,H3F3A
62697|ZNF207,0.00014108272088853013,Homo sapiens,ZNF207,,MCF-7,Epithelium,Breast,1,ZNF207
49954|KDM3A,0.00015830293116947391,Homo sapiens,KDM3A,cr,Jurkat,T Lymphocyte,Blood,1,KDM3A
65137|ZBTB18,0.00016074201704741053,Homo sapiens,ZBTB18,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB18
77183|ZKSCAN5,0.00016135852836612896,Homo sapiens,ZKSCAN5,tf,293T,None,None,1,ZKSCAN5
2974|SETDB1,0.00017235768591267187,Homo sapiens,SETDB1,cr,WM262,Melanocyte,Skin,1,SETDB1
68102|CRY1,0.00017344814116343477,Homo sapiens,CRY1,not sure,U2OS,None,Bone,1,CRY1
1229|GTF3C1,0.00017516418892860042,Homo sapiens,GTF3C1,tf,HeLa,Epithelium,Cervix,1,GTF3C1
"56245|TEAD1, TEAD4",0.00017539524179666088,Homo sapiens,"TEAD1, TEAD4",tf,CClp1,None,None,1,"TEAD1, TEAD4"
64308|ZNF837,0.00017742793893793518,Homo sapiens,ZNF837,,HEK293,Epithelium,Embryonic Kidney,1,ZNF837
51611|THAP11,0.00018021189930766957,Homo sapiens,THAP11,tf,HUES64,Embryonic Stem Cell,Embryo,1,THAP11
63019|DEK,0.00018424611313172523,Homo sapiens,DEK,predicted chromatin regulator,HeLa-S3,Epithelium,Cervix,1,DEK
76831|SETX,0.000188536317479171,Homo sapiens,SETX,other,A549,Epithelium,Lung,1,SETX
58301|FOXO1,0.00018961871046502266,Homo sapiens,FOXO1,tf,None,B Lymphocyte,Tonsil,1,FOXO1
38721|CREB3L4,0.00019695805140024225,Homo sapiens,CREB3L4,tf,LoVo,None,Colon,1,CREB3L4
45929|SIRT6,0.00019832468314989748,Homo sapiens,SIRT6,cr,K562,Erythroblast,Bone Marrow,1,SIRT6
64696|TCF7,0.00021638250755928734,Homo sapiens,TCF7,tf,K562,Erythroblast,Bone Marrow,1,TCF7
63049|ZNF292,0.00021714947897788495,Homo sapiens,ZNF292,,HEK293,Epithelium,Embryonic Kidney,1,ZNF292
76709|MGEA5,0.0002174601415161348,Homo sapiens,MGEA5,other,BJAB,None,None,1,MGEA5
64201|ZNF792,0.0002366901278418876,Homo sapiens,ZNF792,,HEK293,Epithelium,Embryonic Kidney,1,ZNF792
43684|KDM4C,0.0002471492409362175,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
77173|ZNF141,0.00025225068765705183,Homo sapiens,ZNF141,tf,293T,None,None,1,ZNF141
67859|EBNA2,0.000254916897646007,Homo sapiens,EBNA2,other,GM12878,B Lymphocyte,Blood,0,EBNA2
9211|THAP1,0.0002561881998413007,Homo sapiens,THAP1,tf,HeLa,Epithelium,Cervix,1,THAP1
62889|ZNF518A,0.00026405036447341157,Homo sapiens,ZNF518A,,HEK293,Epithelium,Embryonic Kidney,1,ZNF518A
45244|KDM5A,0.00028980175641313277,Homo sapiens,KDM5A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM5A
64289|ZSCAN23,0.00029072565699361785,Homo sapiens,ZSCAN23,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN23
58462|ARID1A,0.000296052780554501,Homo sapiens,ARID1A,predicted transcription factor,HepG2,Epithelium,Liver,1,ARID1A
46227|FOXA2,0.0002980604435104395,Homo sapiens,FOXA2,tf,HepG2,Epithelium,Liver,1,FOXA2
64446|OVOL3,0.00030680838595253945,Homo sapiens,OVOL3,,HEK293,Epithelium,Embryonic Kidney,1,OVOL3
56535|TEAD1,0.00030741457080862844,Homo sapiens,TEAD1,tf,None,None,None,1,TEAD1
69800|NR1H3,0.0003161778399320969,Homo sapiens,NR1H3,tf,HT29,colorectal adenocarcinoma,None,1,NR1H3
65122|ZFP64,0.000323328182483984,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1,ZFP64
63399|ZFP37,0.0003330551484894695,Homo sapiens,ZFP37,,HEK293,Epithelium,Embryonic Kidney,1,ZFP37
54631|NCAPG2,0.0003392534245176826,Homo sapiens,NCAPG2,predicted chromatin regulator,MCF-7,Epithelium,Breast,1,NCAPG2
45960|STAT2,0.0003665253391644807,Homo sapiens,STAT2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,STAT2
64421|PRDM12,0.0003816803687632375,Homo sapiens,PRDM12,,HEK293,Epithelium,Embryonic Kidney,1,PRDM12
63203|ZNF354C,0.0003874435864137382,Homo sapiens,ZNF354C,,HEK293,Epithelium,Embryonic Kidney,1,ZNF354C
49266|SCML2,0.000396942359079,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
5455|BCAT1,0.0004085147848577053,Homo sapiens,BCAT1,not sure,LS180,Epithelium,Colon,1,BCAT1
50162|ARRB1,0.000409757470998362,Homo sapiens,ARRB1,tf,C4-2,Epithelium,None,1,ARRB1
65178|ZNF22,0.0004140562889258237,Homo sapiens,ZNF22,,HEK293,Epithelium,Embryonic Kidney,1,ZNF22
49669|PROX1,0.00042468908766035707,Homo sapiens,PROX1,tf,SW480,None,Colon,1,PROX1
65148|GLI4,0.00042488205992685657,Homo sapiens,GLI4,,HEK293,Epithelium,Embryonic Kidney,0,GLI4
38666|ZBTB7B,0.0004597637788663622,Homo sapiens,ZBTB7B,tf,LoVo,None,Colon,1,ZBTB7B
77033|ZNF793,0.0004647784086831419,Homo sapiens,ZNF793,other,293T,None,None,1,ZNF793
47774|LDB1,0.0004821593111262734,Homo sapiens,LDB1,not sure,None,Erythroid Progenitor Cell,Blood,1,LDB1
53076|RBP2,0.0004950387176899662,Homo sapiens,RBP2,other,U937,None,Pleura,1,RBP2
38780|LMX1B,0.0005190628892540738,Homo sapiens,LMX1B,tf,LoVo,None,Colon,0,LMX1B
62680|CREB3,0.0005397510799006189,Homo sapiens,CREB3,tf,K562,Erythroblast,Bone Marrow,1,CREB3
41629|POLR3G,0.000553143376567089,Homo sapiens,POLR3G,tf,IMR90,Fibroblast,Lung,1,POLR3G
48799|ZNF750,0.0005548315730976028,Homo sapiens,ZNF750,tf,None,Keratinocyte,Foreskin,1,ZNF750
67615|ELF3,0.0005733652119115362,Homo sapiens,ELF3,tf,CFPAC-1,None,Pancreatic ductal,1,ELF3
38638|ZFHX3,0.0005741837394994675,Homo sapiens,ZFHX3,tf,LoVo,None,Colon,0,ZFHX3
38712|ETS2,0.0005838305144335032,Homo sapiens,ETS2,tf,LoVo,None,Colon,1,ETS2
73970|ZNF202,0.0006144547997162797,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
51838|MRE11A,0.0006333061373069993,Homo sapiens,MRE11A,not sure,LNCaP,Epithelium,Prostate,1,MRE11A
76412|ESCO2,0.0006447102967546692,Homo sapiens,ESCO2,other,None,None,None,1,ESCO2
77087|ZNF565,0.0006617461649756629,Homo sapiens,ZNF565,tf,293T,None,None,1,ZNF565
38645|NPAT,0.0006668047954221379,Homo sapiens,NPAT,tf,LoVo,None,Colon,1,NPAT
4929|TAFII,0.0006839813591582034,Homo sapiens,TAFII,not sure,H1,Embryonic Stem Cell,Embryo,1,TAFII
8560|RYBP,0.0007238939706312175,Homo sapiens,RYBP,tf,HEK293T,Epithelium,Embryonic Kidney,1,RYBP
47578|TTF1,0.000730434715437045,Homo sapiens,TTF1,tf,NCI-H441,Epithelium,Lung,1,TTF1
5562|RAC3,0.0007375073156350997,Homo sapiens,RAC3,cr,H3396,Epithelium,Mammary Gland,1,RAC3
64089|TEAD2,0.0007488911100811402,Homo sapiens,TEAD2,tf,K562,Erythroblast,Bone Marrow,1,TEAD2
77143|ZNF28,0.000754542124579427,Homo sapiens,ZNF28,tf,293T,None,None,1,ZNF28
64927|HES2,0.0007584235788278271,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
38661|CAMTA2,0.0007943521686020194,Homo sapiens,CAMTA2,tf,LoVo,None,Colon,1,CAMTA2
45877|XRCC4,0.0008842627245661538,Homo sapiens,XRCC4,tf,K562,Erythroblast,Bone Marrow,0,XRCC4
38815|MXD1,0.0009081373016439076,Homo sapiens,MXD1,tf,LoVo,None,Colon,0,MXD1
54256|NR3C2,0.0009097538997031585,Homo sapiens,NR3C2,tf,None,None,Kidney,1,NR3C2
62558|PLRG1,0.0009511790637929396,Homo sapiens,PLRG1,,HepG2,Epithelium,Liver,1,PLRG1
69217|BIRA,0.0010330100597075176,Homo sapiens,BIRA,not sure,BJAB,GCB DLBCL cells,None,1,BIRA
65166|ZNF322,0.0010411583938821911,Homo sapiens,ZNF322,,HEK293,Epithelium,Embryonic Kidney,1,ZNF322
51567|SMAD2/3,0.0010507529626724854,Homo sapiens,SMAD2/3,tf,HUES64,Embryonic Stem Cell,Embryo,1,SMAD2/3
55294|WWTR1,0.0010983301078734131,Homo sapiens,WWTR1,other,MDA-MB-231,Epithelium,Breast,1,WWTR1
64175|ATF4,0.0011417390893615487,Homo sapiens,ATF4,tf,HepG2,Epithelium,Liver,1,ATF4
77191|ZFP14,0.0011828880053728619,Homo sapiens,ZFP14,tf,293T,None,None,1,ZFP14
64693|ZNF382,0.0012555184391366825,Homo sapiens,ZNF382,,HEK293,Epithelium,Embryonic Kidney,1,ZNF382
44348|PPARD,0.0012713032317884232,Homo sapiens,PPARD,tf,None,Endothelial Cell,Umbilical Vein,0,PPARD
56127|APOBEC3B,0.0012861931171901375,Homo sapiens,APOBEC3B,other,MCF-7,Epithelium,Breast,1,APOBEC3B
38835|DLX6,0.0012967358052636824,Homo sapiens,DLX6,tf,LoVo,None,Colon,0,DLX6
72907|TBX5,0.0013193650359728526,Homo sapiens,TBX5,tf,None,Cardiomyocyte,None,1,TBX5
62986|ZNF391,0.0013270116430572632,Homo sapiens,ZNF391,,HEK293,Epithelium,Embryonic Kidney,1,ZNF391
69813|NELFE,0.0013443486160788498,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,NELFE
56997|DACOR1,0.0013722624840689646,Homo sapiens,DACOR1,other,None,None,Colon,1,DACOR1
42869|TCFL5,0.001417774269890204,Homo sapiens,TCFL5,tf,LoVo,None,Colon,0,TCFL5
58061|ZNF165,0.0016367555774784437,Homo sapiens,ZNF165,tf,WHIM12,Epithelium,Breast,0,ZNF165
69247|SIX2,0.0017196007843920391,Homo sapiens,SIX2,tf,None,Cortex,Kidney,1,SIX2
34350|FOXO3,0.0017576748161626798,Homo sapiens,FOXO3,tf,DL23,Epithelium,Colon,0,FOXO3
65185|ZNF816,0.0017737615354959102,Homo sapiens,ZNF816,,HEK293,Epithelium,Embryonic Kidney,1,ZNF816
57661|BAHD1,0.0018240629230859562,Homo sapiens,BAHD1,both predicted transcription factor and chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,BAHD1
77184|ZKSCAN3,0.0018475470099828528,Homo sapiens,ZKSCAN3,tf,293T,None,None,1,ZKSCAN3
77262|HMG20A,0.001866930677019818,Homo sapiens,HMG20A,tf,GM12878,B Lymphocyte,Blood,1,HMG20A
63640|ZNF140,0.002004403657901499,Homo sapiens,ZNF140,,HEK293,Epithelium,Embryonic Kidney,1,ZNF140
77098|ZNF534,0.002042860031527094,Homo sapiens,ZNF534,tf,293T,None,None,1,ZNF534
45799|PPARGC1A,0.0020550687969216885,Homo sapiens,PPARGC1A,tf,HepG2,Epithelium,Liver,1,PPARGC1A
77028|ZNF805,0.0021133098172064213,Homo sapiens,ZNF805,other,293T,None,None,1,ZNF805
70179|DNMT3A,0.0022694700691673897,Homo sapiens,DNMT3A,cr,None,Stem cell,Foreskin,1,DNMT3A
69364|MYCN,0.0022846731799002207,Homo sapiens,MYCN,tf,SK-N-BE(2)-C,Neuroblastoma cell,None,1,MYCN
63905|ZNF438,0.002308630688268698,Homo sapiens,ZNF438,,HEK293,Epithelium,Embryonic Kidney,1,ZNF438
34400|MECP2,0.0023248310749897083,Homo sapiens,MECP2,cr,HCT-116,None,Colon,1,MECP2
1347|SMARCC2,0.0023492243414652836,Homo sapiens,SMARCC2,cr,HeLa,Epithelium,Cervix,1,SMARCC2
63411|CBX5,0.002370702477328901,Homo sapiens,CBX5,cr,GM12878,B Lymphocyte,Blood,1,CBX5
73950|ZNF3,0.00244759130378408,Homo sapiens,ZNF3,tf,293T,None,None,1,ZNF3
38641|ATF5,0.0024483528593834403,Homo sapiens,ATF5,tf,LoVo,None,Colon,0,ATF5
