,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
52241|ZTA,0.00000000000000000000000000000000000000072049063719376778558351328676355159822219757587420917791831816438855766351845170477722663723162465847443618956918025530507162745747647436268055430680237366010286571298324327492118860592754642343966317,Homo sapiens,ZTA,other,Akata,B Lymphocyte,None,1,ZTA
74346|NEUROD1,0.00000000000000000000000000000000000000092671226401717455450701647563385022068149554701359440054604429543593380209010452736982558167613603369183342316604181524572136666816013067592099948290437404820804644592917334596141531017213561310241248,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
4403|KAT8,0.0000000000000000000000000000000000000026381582513949340195345607879958789946427418591975860039831812008717366173098507531254628560964369120885691733037163637086612609595555990455549885073980766001708990396963180109123240459240919385379457,Homo sapiens,KAT8,cr,None,T Lymphocyte,Blood,1,KAT8
63956|ZNF197,0.000000000000000000000000000000000000002648430933581653139740981665958197703940851255787533147497964271676261775964738202291670632656378544220307703513923348426746745414800257315623610815649412864637973050770334031851977879565036622019045,Homo sapiens,ZNF197,,K562,Erythroblast,Bone Marrow,1,ZNF197
74641|SMAD4,0.0000000000000000000000000000000000000033906023487340703471851708028242015088546518398700687205699121158187171833709896690005918538600475692571304833648378535787353323895853243219354804242749385371771426215534503894689221100229960112350432,Homo sapiens,SMAD4,predicted transcription factor,HepG2,Epithelium,Liver,1,SMAD4
62762|PKNOX1,0.0000000000000000000000000000000000000081022993065618251674413058518787724475246402847818757032887898183109077163601291314860054053080833129158661860015902546511306105812512869747015698012054902489373017923190101201493048795272423120897856,Homo sapiens,PKNOX1,tf,K562,Erythroblast,Bone Marrow,1,PKNOX1
65156|ZSCAN22,0.0000000000000000000000000000000000000092646566428209409578221019618905867061763609864495985669562838444029684122118655212054441695727484788146468406017658468308036134563063246867063767329403614385852405954071598781058985870199614684145077,Homo sapiens,ZSCAN22,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN22
45876|TBL1XR1,0.000000000000000000000000000000000000010092169322308139981371467390832317144130675436038664905244733285830951156509052516144332087784836915268721520011370826501791309535753744137133336621087762800395071757983662341221570679804283744474744,Homo sapiens,TBL1XR1,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,TBL1XR1
36230|TTF2,0.000000000000000000000000000000000000010833349590052475644576815593453042173416691053856614174772460600369548132991202557720021978804053778781851023900456834550338885130851453495945405567266610025440612134935843419641219246517570162626442,Homo sapiens,TTF2,tf,HEK293,Epithelium,Embryonic Kidney,1,TTF2
49266|SCML2,0.000000000000000000000000000000000000014020809497797926557549318836164179581413767945443294223396424226057347352023885477127887522326403163710260707598456594819456180677479923234469932102517194753977071818315588263802937278320176424149069,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
64753|H2AFZ,0.000000000000000000000000000000000000017299428202949806864100629500774833903505036798505795209776208824120356758887015679627987719402527780464391085935149583290787887215560045759980733241447030933206833887485942594042838306156433046857456,Homo sapiens,H2AFZ,,None,Hepatocyte,None,1,H2AFZ
71069|MBD3,0.000000000000000000000000000000000000018356036692166267801755704716841003763902025084441615877597172888511840639146548723708623192586055502713902317987345043750207722109118848990309754023427156015532734984840679349324916825108870745189842,Homo sapiens,MBD3,cr,HeLa,Epithelium,Cervix,1,MBD3
46227|FOXA2,0.000000000000000000000000000000000000022415774006747238583205875514404590720797102156973042082457379595351146748620617425369629344505040568676399511005237482654780646475342530901949155009603640296500507775785437891991397827490843983553148,Homo sapiens,FOXA2,tf,HepG2,Epithelium,Liver,1,FOXA2
46052|NR3C1,0.000000000000000000000000000000000000023536443491646836254546081002829423579177518910552678907785261619864431678187497532386054242151981258189810452797629701062504224292867810627400512692632148428727907991693870485862483432617838889161634,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
70966|MED12,0.000000000000000000000000000000000000029362386974314512043627094504541444152113708295372642725156353470807024955025753661970140758476983659728061770652481399001384652420318593804334620295955207884140075458324940193569650204487547253654933,Homo sapiens,MED12,predicted transcription factor,None,Progenitor Cells,None,1,MED12
54104|DAXX,0.000000000000000000000000000000000000033722289512477622762158963459934145103335544664614927680305647765812192490706764636158345667957225846524225121803021627762900261016760791829397016072913022722377695231551481457177657071354738344255004,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
46302|SIX5,0.000000000000000000000000000000000000037997324137210915721267530291753084557764170154996423361371673295834330790635905360036804235585376032382543276982664223373054081289364254938663533154143081010247873073558457197051319580287717806293381,Homo sapiens,SIX5,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,SIX5
73986|CD34,0.000000000000000000000000000000000000041105140051175541566944882603934757335906286970980941355522301917018614069232747628614825042688138813485152601509781136725514181435581001588464682161711674334519231938593316775408509228904820722791532,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
37177|STAT4,0.000000000000000000000000000000000000062443847100877059989563418080036662553500201526643559447284008956022637765635776166143848230441069601007761011333372289788719648943064741410851658401834686221458867648370910761295421195886130371971232,Homo sapiens,STAT4,tf,None,Monocyte,Blood,1,STAT4
65119|PATZ1,0.000000000000000000000000000000000000069504178329071607200569877131325404669493927452891339079786064272017022478849751473189932852892424643568160024746509972939720280894984022865273895170030080434058830929956293527991481855973046780657995,Homo sapiens,PATZ1,tf,HEK293,Epithelium,Embryonic Kidney,1,PATZ1
59170|SETD1A,0.000000000000000000000000000000000000072244594044961683177130741924575844732719991179397420583323205579582162944211225445023004355961485923131832655400971802884442866153274320447361345695480451043863625076958924795996522065690806942901641,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1,SETD1A
76415|PMEL,0.000000000000000000000000000000000000074858724263886951807364238960310885125161129785289220524755668640790644737856776416404945356992231968974946522802180758637261101294064711484422941300051158028751539416135186950575763156587904184693945,Homo sapiens,PMEL,other,None,None,None,1,PMEL
34997|FOXM1,0.00000000000000000000000000000000000011987494375603547518664581696485890009131337538900989626483073524813795132740278769254479719436468660526889967457432371497248627018952470271435379311028418993264025827875446185801488446710616170006943,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1,FOXM1
2809|PML,0.00000000000000000000000000000000000015102212382098525234063268746005243153209372762026281167614986487067087969303497190674829139466563007593471817185605335410223398368029417626013067528943788931381468005995454856607203742860535644813167,Homo sapiens,PML,tf,UPR9,Promyelocytic cell,Bone Marrow,1,PML
49010|CPSF3L,0.00000000000000000000000000000000000020131521110179065557926573800949020670113405047888819515044829323401863252175100207584702432743591703211449473057509088120107794060697482617640840845763199207561481497974471677380621821143997384213599,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1,CPSF3L
49482|ZNF92,0.0000000000000000000000000000000000002126055977956722886411199975989784612302886358359254423300431604978122529268134128726751524075820309091421553034689681030505618820400300683818055655946502284338547227797163846687819677624681927663104,Homo sapiens,ZNF92,tf,None,Retinal pigment cell,None,1,ZNF92
70120|ASCL1,0.00000000000000000000000000000000000024994121184980742287489364753234620016343306281631451345080203651579997316114866283683414467538905004420750970385672937495267301034137331339376135493519453990694475551680151848266303161030255712621752,Homo sapiens,ASCL1,tf,NCI-H889,None,None,1,ASCL1
44877|5HMC,0.00000000000000000000000000000000000025945324166901861050365025091121448090868423247778664298493816943434788361921444752223501772083313058635325467841152006291103449261284922863573507917888254135322647541302450718728309628115670754694666,Homo sapiens,5HMC,other,None,Erythroid Cell,None,1,5HMC
45903|RCOR1,0.00000000000000000000000000000000000027999767156998881433695199221583920237053821100644635409738797711769414324955690480695647517895274221818064911590609869418113124598482954262686193082469385696576139837353453285370983140133109770048732,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,K562,Erythroblast,Bone Marrow,1,RCOR1
64022|KLF13,0.00000000000000000000000000000000000046811216836424133211600520524167962523482479966078991075790338435766220921969622646368408844412167109957614348051785888005902107027105761763754674114907773610477316449253061448178455082406802390125277,Homo sapiens,KLF13,tf,K562,Erythroblast,Bone Marrow,1,KLF13
41289|STAT1,0.00000000000000000000000000000000000050839821640341935925439845277685588748757360773567515753884788640199435204706571478041601138820667021623152915045751168927378639503785537949597279030502926508490053511376664787672444960947283526709874,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
49276|ZBTB17,0.00000000000000000000000000000000000051978471179096274910868636146423475653751497625808516434528589784226823302312538455259772590857066940144584550809306462585760911148739224034959134751931222502339455877158620702959426699479119432509434,Homo sapiens,ZBTB17,tf,LS174T,Epithelium,Colon,1,ZBTB17
63118|ZNF83,0.0000000000000000000000000000000000006030463840433415049179077332870081317614643126722595850671937977212901275463284171282625536311806788022065473953080960458263926638718327069212211519344946247089242700303729002676601897507208623201877,Homo sapiens,ZNF83,tf,K562,Erythroblast,Bone Marrow,1,ZNF83
63582|ADNP,0.00000000000000000000000000000000000083806282636851973875447155301605377114829135738211812582200799932078548237320357736567284104649537277459028227804000389176422627576687674430127655303149242782833717345382027030842709415560263642260182,Homo sapiens,ADNP,tf,K562,Erythroblast,Bone Marrow,1,ADNP
69802|NR1H3,0.00000000000000000000000000000000000099868927921694003505166698068920798419547885661256225325708900368783970933063718583864787517326989956840174599243397143931521908299274071204699544861107422437362232410749942462670373566283208142769104,Homo sapiens,NR1H3,tf,HT29,colorectal adenocarcinoma,None,1,NR1H3
64009|ZNF589,0.0000000000000000000000000000000000010333021033791257293745664951019523899026505504958310558950677308977225538391187755481088447247775464098845953341076038830491760347138533892679830300442663145191695299131169842984422477550826287583145,Homo sapiens,ZNF589,,K562,Erythroblast,Bone Marrow,1,ZNF589
65063|ZNF574,0.0000000000000000000000000000000000010411806024626060398118992858987572367380856453404301356075529410066018282093958226593201735936161444037328710944074830495712960546319612112104717670012097604943848988783114883795992509602042160077474,Homo sapiens,ZNF574,,HEK293,Epithelium,Embryonic Kidney,1,ZNF574
77263|NFIA,0.0000000000000000000000000000000000012029689414951230230714007614739569731824975705888493777315316406788194000872171880592558210368171018173488838912122214904178688113487229406409502554736058381517474839942848919970684583112234477007831,Homo sapiens,NFIA,tf,K562,Erythroblast,Bone Marrow,1,NFIA
65120|ZBTB26,0.0000000000000000000000000000000000015581018824197933860385222723441640808256893633103521413650694481176049712008057134999024783786100077798779822138873560533193150372970153606907305317814996947984387848368100661376484036277077421277892,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
36810|GREB1,0.0000000000000000000000000000000000016119849234372331699928253824671726912958186239372496956320878173286527992312480476964485586676731390057250211159962718105727792767287810146698496744835535596393740255129055002112696793505084679880098,Homo sapiens,GREB1,not sure,MCF-7,Epithelium,Breast,1,GREB1
33220|NR5A2,0.0000000000000000000000000000000000020998103077158308636140303831712261038772649667061211810343086496584988154357141315254104376511647399523981068192591148260468220381127618372277231469288795850014738398884616652631969409238919713731826,Homo sapiens,NR5A2,tf,MCF-7,Epithelium,Breast,1,NR5A2
38724|GMEB2,0.0000000000000000000000000000000000031742245991035524695290422432313910480213120240843038767391861300759337173886209764167558959423324707260345425797485396218584542257861442716498887439712195588858826295487017904124356940100769943123903,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
65128|ZNF436,0.0000000000000000000000000000000000032034751912486304605300423681062441223503235631797567101131700584001676529035581295957308428619630651628868323958159065618299797309742258699083354040231233754200816255519297802304636933246111666637297,Homo sapiens,ZNF436,,HEK293,Epithelium,Embryonic Kidney,1,ZNF436
36077|MYOD1,0.0000000000000000000000000000000000047286429902518716521593312856915555777001388698938115572318493723289756505812074866803505833961744624499748814795573244545582259471257905608404598397230316944148437454331315150123678198395134094605304,Homo sapiens,MYOD1,tf,None,None,Muscle,1,MYOD1
64425|KLF16,0.0000000000000000000000000000000000060314556952721371063708652654348342550454650595587965667025890310651813601789982568098838288483909627579640749207629899987354755404259316685883314381097372692662822568441793840011843360088390257953082,Homo sapiens,KLF16,,K562,Erythroblast,Bone Marrow,1,KLF16
39359|SMAD3,0.000000000000000000000000000000000011258803040270645627443916947764476863058181790506053138477059524959433032173220568680918831029436709632278299152550727495138489327039176542184439977886554477343294204224142398503022397931644057746719,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
41574|BRD1,0.000000000000000000000000000000000013149434603724963675210988123480587522248866567557299970210687018735992821451811550859518789067568729634870029914375365655752366524713799194972756212695881802161264919803834851921264982063068773001755,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
46283|MEF2A,0.000000000000000000000000000000000013237103087396849266968914331823478267463684655418197677071154181560251257512302271451849696068800218780483820392452813541242799567014536375981951666067775222716645876049722598013325219729875895558923,Homo sapiens,MEF2A,tf,K562,Erythroblast,Bone Marrow,1,MEF2A
64348|ZNF644,0.000000000000000000000000000000000013606348774483900496856676759739453669464609890145243256306142942837059295571181615261829448109146472440180152152937744432623286941352188626950990367919888292836180935797276001858595454194997005483786,Homo sapiens,ZNF644,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZNF644
45730|RFX5,0.000000000000000000000000000000000013726892769146551504689040508705224757976452791181136817198678096744143119561339738160896175795932145886639167979446985936700596011952812978284608937498153166436750933152775839020876113881426372372302,Homo sapiens,RFX5,tf,HeLa-S3,Epithelium,Cervix,1,RFX5
45607|SREBF2,0.000000000000000000000000000000000015226314222122746224240673786377571919247836139194615993166563508369002925946143747827795045385416736684443093251127943898317134475526309576136540751380804187520950551502209694962673635659238633691561,Homo sapiens,SREBF2,tf,GM12878,B Lymphocyte,Blood,1,SREBF2
73408|RBPJ,0.000000000000000000000000000000000021229814429049697862657768904102020984930067422003467078834102065655698154306274707930154704694544039252130520033583989425186506426555229090105060625884857270904215315328836408454193664474035387444132,Homo sapiens,RBPJ,tf,None,Neurosphere,None,1,RBPJ
63525|ZFP2,0.000000000000000000000000000000000022006891482806960679269741980211482496029144099444822767120756263983743497218923159204536012842836505010219540281506688568567314051055482768874387941519485360081317779717858602575315807122199361315309,Homo sapiens,ZFP2,,HEK293,Epithelium,Embryonic Kidney,1,ZFP2
72405|PARP1,0.000000000000000000000000000000000028344286996689907252490167407684268598420209207728142591084041272746299728354596942868621317535403316913993523050053258126641338238561175367062590392385325723043139096293646337033047709661845021688185,Homo sapiens,PARP1,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,PARP1
62913|FOXK2,0.00000000000000000000000000000000002914041700851145750963410159433092337924484434293430572460293851576996966124810758977084064542488755373629488542487037644024106055023209211160081281812009974464966041603273286446748945716118431794535,Homo sapiens,FOXK2,predicted transcription factor,HepG2,Epithelium,Liver,1,FOXK2
65139|ZBTB42,0.000000000000000000000000000000000032554822481492499361819878272757120338021223690711351938533214817750475062092203723751716420000863040254350593086163914055949037430186473863624940731964692066859405349301243486961696484689008458146517,Homo sapiens,ZBTB42,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB42
69815|NELFE,0.000000000000000000000000000000000033719267834121042601163849130377867103231776644533117099898683832392434276776656085475729055709986534172921113455877064723224583209818613375477189302186444850922729788003677442019318726991724997067672,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,NELFE
63035|PRDM10,0.000000000000000000000000000000000058757550201323384993500751487996318194202185115650425095215368772035309770058068435948744827221828266645626375600333739622770630606907752918760166861217869905297381548630249741706381438468240571134069,Homo sapiens,PRDM10,,HEK293,Epithelium,Embryonic Kidney,1,PRDM10
74383|IL1B,0.000000000000000000000000000000000061302135543718026224808035058676468798114816250854322590046570659570761782796105489407866115707109884485178517307250684993684028970433537930568997595718668977811173197456063999410484149134615947641744,Homo sapiens,IL1B,other,MCF-7,None,Breast,0,IL1B
63686|ZBTB8A,0.000000000000000000000000000000000076609254789492230289063577704838806253099775946030654913685420965220371853203767530908516034387709636505439322148828078626984279525845518729053151880042092319631642115881587989894732398807038725253964,Homo sapiens,ZBTB8A,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB8A
64776|SMARCA5,0.000000000000000000000000000000000078416829907247122765220644667024390055956499006379686739210583781494803109080251119746769930996115798710021919799805682972042779328281243243925704231043550475865239382446847126909655878481037296014639,Homo sapiens,SMARCA5,cr,K562,Erythroblast,Bone Marrow,1,SMARCA5
65127|ZNF281,0.00000000000000000000000000000000008512810778724937383497529023085639711697080036345691468498129615753038768523979920214659310033637504348962339264024285368766274059887904074938381013343708293506932452008505339832371939681604754152282,Homo sapiens,ZNF281,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF281
55405|KMT2D,0.00000000000000000000000000000000010052531330359156003771335582460708759777417278637058815538947677475137548192469019894861247842563553260833256087136215140415863149478733785820362670989809260429768156184722550989936851061015798389157,Homo sapiens,KMT2D,cr,OCI-Ly7,B cell lymphoma,Blood,1,KMT2D
4418|KAT2B,0.00000000000000000000000000000000011255078746254706793908330817838071487517821622495379911941063005078075378650447706925882674620552121603532404761475080710498390317262027262519517084919838033423671195057497036207173363157689799974103,Homo sapiens,KAT2B,predicted chromatin regulator,None,T Lymphocyte,Blood,1,KAT2B
73970|ZNF202,0.00000000000000000000000000000000011685258405164466589657977804115207069423381895360815511019837740178971615974272266386760308338895566861451665602650959187170520940221795206043668326129843243030975859959961522224409891504929253325748,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
46195|TAF7,0.00000000000000000000000000000000016206491034981211894244946708578511464013716691508112414735484912391030509684033395793757147146110387086915570537893737217129270315700331782554153256072376877270649646029448927808431542175102579248894,Homo sapiens,TAF7,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1,TAF7
8482|KAT7,0.00000000000000000000000000000000018478187060527289357088794620884805462325043401801925326105696545791703950263065998144062242378215685726944211946710290321275617459705691157760661929984381983750734843247771379534535601095559571360733,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
62946|ZNF766,0.00000000000000000000000000000000019234577707372211435446372322538867982160713804231643978041413318896638256032061036398117747984620458981854158754375248812532080598655969893768353728106017415312210368419955743845088993587671852391483,Homo sapiens,ZNF766,,K562,Erythroblast,Bone Marrow,1,ZNF766
48800|KLF4,0.00000000000000000000000000000000022251654859088895411388636723105212572645388624989206453518687627460865716333267205557196864545773445782411195283241736522565339757932214631781517001555629289740616169786467356364635116832272671241589,Homo sapiens,KLF4,tf,None,Keratinocyte,Foreskin,1,KLF4
5570|POLR2M,0.00000000000000000000000000000000022780454089867171074990650782347702194129517015790679527379811962774324297297799544852958200737985663454464243019261264450479074506502741457188066960817443854752375826415937876977028695984814149108489,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1,POLR2M
63068|ZBTB40,0.00000000000000000000000000000000024629972079343893202337772318088478958085381569871475190142686905776159181139421049387357362837325957542921014413917125663920941804029652593694629716651566795140953252658798927914886969884511799362586,Homo sapiens,ZBTB40,,K562,Erythroblast,Bone Marrow,1,ZBTB40
63449|DEAF1,0.00000000000000000000000000000000035202131910945667024030177181436394009127439808027835890420782684293886787884382753052919662500556590625570031208917787379777356876412798109465223745198308350794302237147317642427785128328190544251518,Homo sapiens,DEAF1,,K562,Erythroblast,Bone Marrow,1,DEAF1
38654|NFATC1,0.00000000000000000000000000000000051047710098019108486944354130042480684728112033673499866452228503255932929822964731727489090610116202953519917848578184504006903936511961525696922398693289378932625034088410830294128826563168241975601,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
65192|ZBTB6,0.00000000000000000000000000000000054820120922637719656155807210920485009255183534524844515015699030236079717255419634799836040152742095420312317262430860371499632054560116398813774691961248376118257285560176986476388589306532867958015,Homo sapiens,ZBTB6,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB6
77149|ZNF282,0.00000000000000000000000000000000063181572045875120140781294544895218997192342261358490519923895612486618140347546427180240023622158603709718094501518599303413007885743645412282929466736951810887282345507099943610434917735994265780562,Homo sapiens,ZNF282,tf,293T,None,None,1,ZNF282
35296|ORC1,0.00000000000000000000000000000000070999501815467399581334863938133555606068352084184419084024094326291326977062536301532643606374367890795886121127529128790958769948589900279902672488827620552142780876780209709514381645872758341513775,Homo sapiens,ORC1,other,HeLa-S3,Epithelium,Cervix,1,ORC1
49448|EGLN2,0.00000000000000000000000000000000087364304752737746410394904940571081100705031228594535750116548975634949891090882055687246124371654241545087949530234644694408087912339019628093443637752025091771749395658348313127011649605987404895169,Homo sapiens,EGLN2,other,T47D,Epithelium,Mammary Gland,1,EGLN2
45796|ESRRA,0.00000000000000000000000000000000090154434103060581051059638969996569725615877319957941386670380971533587052193881038053285178287903221058224673429975632315224491343928858122703970929626143174565695880069959796022367013899970488691089,Homo sapiens,ESRRA,tf,HepG2,Epithelium,Liver,1,ESRRA
64298|NFE2L2,0.00000000000000000000000000000000092913520871801186393703771552137275187928313836689404135334854292559714068223520946049668320793220459214793843192488744857652296623541372200706847705336185700247510798999558800350510837761815278746521,Homo sapiens,NFE2L2,tf,HeLa-S3,Epithelium,Cervix,1,NFE2L2
64377|BACH1,0.0000000000000000000000000000000010724617314732135985204108252527456003480593949658820130117080700590596010431533547734059706770597189833512117782402936222701907296633243245431584755276064949240448295765209478672967085539166924135265,Homo sapiens,BACH1,tf,K562,Erythroblast,Bone Marrow,1,BACH1
45755|ELK4,0.0000000000000000000000000000000011121266105595580811887036170918849785325208624382268119674979895542409507654747200545481987590303800390456767413205145370439456397838043598944308107582595981289471767074150944127903324787552408739447,Homo sapiens,ELK4,tf,HeLa-S3,Epithelium,Cervix,1,ELK4
8795|RBBP5,0.0000000000000000000000000000000017022697082126819307713772090305459883479991571805774427495187403448249621759137975452575537376064368677453277456578274723368162612035120414167940412974065355340869745934866877452298364293638301183481,Homo sapiens,RBBP5,cr,K562,Erythroblast,Bone Marrow,1,RBBP5
72398|BRD9,0.0000000000000000000000000000000017413413470378508147209414757989636528258708983945282571806577262228301446134072377364575825041522144988246467996325985818229724601640442054118997586946126670594102241299053738837391946172516033651441,Homo sapiens,BRD9,other,NOMO-1,Acute myeloid leukemia,None,1,BRD9
46101|NFIC,0.0000000000000000000000000000000018706367102027450405756061943340157752726811632069005515598883916839898689683930184508909767293970202040585633610313602650835941547273659677943767850056680276346134252302981692756659378039495604529711,Homo sapiens,NFIC,tf,ECC-1,Epithelium,Endometrium,1,NFIC
42220|STAT3,0.0000000000000000000000000000000024435923159592201139279280367912946896270201883217782665014481161134808888602837936782922431789967731751393789117179179570187750252576480613501965452181751844914027159917618877126893995681957176399318,Homo sapiens,STAT3,tf,U-2932,B Lymphocyte,None,1,STAT3
63794|RAD51,0.0000000000000000000000000000000024833696411767681371103132585850542340820960646235759312149583796152887875443205861826770067391744855059690071218975219848589500891835712584868585353016506390554503678436875573165031164587508003309184,Homo sapiens,RAD51,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,RAD51
62579|TARDBP,0.0000000000000000000000000000000027068796346074611886885399242154486967673787935307060054611493790957818433054057876377616029961313410695285343666386817461374199324949095963512402125408497344851056321269207198459987445925484675664574,Homo sapiens,TARDBP,,K562,Erythroblast,Bone Marrow,1,TARDBP
43669|TET3,0.0000000000000000000000000000000027505470780795962223107061316435368472272123616591574443288172890064391400674369719117768225726604931666466717701327289970632606018728033374528973456403684769692397875923346465171476867183313144713062,Homo sapiens,TET3,cr,HEK293T,Epithelium,Embryonic Kidney,0,TET3
74117|RUNX2,0.0000000000000000000000000000000027841605192131580277148055317214115313920211083448046041312285186234333562253307514376218696011807604628354769401441335569800303617550745051454636778339524443896162688487931017047179556783959495142482,Homo sapiens,RUNX2,tf,MCF-7,None,None,1,RUNX2
74659|ZBTB2,0.0000000000000000000000000000000030197847004098223464990545634563029778723907982560162400176547789415781254068516243854048400407670563769844623959704961560107458500587305072816370231407955399132107970588840957494534999044040023856719,Homo sapiens,ZBTB2,tf,HepG2,Epithelium,Liver,1,ZBTB2
67501|GATA3,0.000000000000000000000000000000003692706028211956459954543600176281657047046740892663930588156757423105756348057345896894477899954016290426479193600046611715216581931992562938729931226293496302025457808410103110089591363729063856636,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
45919|ZMIZ1,0.0000000000000000000000000000000037263387069088761121022090605182181006369969945740842517437127269481834300916298314849494312056973139760599711963482893319662517120410355652828120119732884087793562539743217575556658906632580675542549,Homo sapiens,ZMIZ1,not sure,K562,Erythroblast,Bone Marrow,1,ZMIZ1
45816|SMC3,0.0000000000000000000000000000000037691192941180442717787582188125886287412135732969085471450614933003301964252192855090785234906119277173035506187346698392209982439932187850726117173594894873261963343791029514799793542307822375940784,Homo sapiens,SMC3,predicted chromatin regulator,HepG2,Epithelium,Liver,1,SMC3
39656|NCOR1,0.0000000000000000000000000000000040443037691847277969724309761398004518052168772024328783902065045312121993173470261319136175669131674732343401432350747388958661819492275829239910333679363516990251251083222618213377352465689732986659,Homo sapiens,NCOR1,cr,LS180,Epithelium,Colon,1,NCOR1
71876|SMC1A,0.0000000000000000000000000000000042066340639256636100703839605045715590962132641809604455820876650396096513691727446003195929714536714411660152114814852045918105994101707797509642939390429148400885375819582884781741511611596851921394,Homo sapiens,SMC1A,predicted chromatin regulator,HepG2,hepatocellular carcinoma,None,1,SMC1A
38635|FOXD2,0.0000000000000000000000000000000049671295569361940677142307096608447619285265484866223357689843126292902824472953137953096351092067228379900621736054800504591161204805544364354584165707079068420823485153257624685943463586122502475269,Homo sapiens,FOXD2,tf,LoVo,None,Colon,1,FOXD2
1224|CCDC101,0.0000000000000000000000000000000055897275765671214454823961120232778538954103648020501796331221865769923424898477100779481553990036384387018742161021094616829009794299295182740006003771499975363734523821289804628159130085551246875767,Homo sapiens,CCDC101,cr,HeLa,Epithelium,Cervix,1,CCDC101
39364|VDR,0.0000000000000000000000000000000062443027842374181935647233282629384327218075539602853292038263610728880474092262341901934897720675520253302548248688368823205589401184802132499060803358204454018864300309642183114877226000558252613053,Homo sapiens,VDR,tf,LX2,Hepatic Stellate Cell,None,1,VDR
48334|SNAI2,0.0000000000000000000000000000000071758607677549274146495945273117980994187738407117463085008248044076535903012629701052076030197239153865544441025345400896905189860473152736278362820087695966888489433609207703314215020423971108877232,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,0,SNAI2
63302|NKRF,0.0000000000000000000000000000000098886276513367930310043197649719469205589354589920026048285563135587637151537907429853699668633199340856940255242556905467970153606803842954842654524863580757578661314792790687276474892518438119422619,Homo sapiens,NKRF,,K562,Erythroblast,Bone Marrow,1,NKRF
38706|VEZF1,0.000000000000000000000000000000011188110150773351957542028674018075490859110000739249277756512151947930312636776246069129519626791052433039822236500147315023857264085051123376786357066152018054428055274842152239074154662173925770877,Homo sapiens,VEZF1,tf,LoVo,None,Colon,1,VEZF1
2813|RXRG,0.000000000000000000000000000000011859330142864496187892544749745322621688186772790766757822043467826471058886707028816398565636745809073833314845674310270405747583223689707816393831791982616376693825323424307708304909618159144343854,Homo sapiens,RXRG,tf,UPR9,Promyelocytic cell,Bone Marrow,1,RXRG
64563|BCOR,0.000000000000000000000000000000012871990554145799949276953029797067504475566439421051035566891023089460604185417099542736056542306305096813976496380375773650015434123506577454384749564567868397724830987479443928999645478604905406893,Homo sapiens,BCOR,both predicted transcription factor and chromatin regulator,K562,Erythroblast,Bone Marrow,1,BCOR
1223|C17orf49,0.000000000000000000000000000000017782903864585886342782719261997306691856908607280185525612481170043871691174718731191294646706225135306246956912315795289987393959494844356309462806543094322421582929564151788005742855236894653029412,Homo sapiens,C17orf49,cr,HeLa,Epithelium,Cervix,1,C17orf49
64654|FOXJ2,0.000000000000000000000000000000018316727943712954781638757598108714989752132604917187143966268121325986014132325999438145097517032894591601761086937071886633829616781836703000715124242283823113469704215831405211621101115082736288876,Homo sapiens,FOXJ2,tf,K562,Erythroblast,Bone Marrow,1,FOXJ2
